"Town","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Norfolk","0900553470","2008-2012","Hispanic or Latino","Number","Margins of Error",37264
"Norfolk","0900553470","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Norfolk","0900553470","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Norfolk","0900553470","2008-2012","Some Other Race Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2008-2012","Some Other Race Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2008-2012","Two or More Races","Number","Per Capita Income",-9999
"Norfolk","0900553470","2008-2012","Two or More Races","Number","Margins of Error",-9999
"Norfolk","0900553470","2008-2012","White Alone","Number","Per Capita Income",45585
"Norfolk","0900553470","2008-2012","White Alone","Number","Margins of Error",6328
"Norfolk","0900553470","2008-2012","White Alone Not Hispanic or Latino","Number","Per Capita Income",45801
"Norfolk","0900553470","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",6619
"Norfolk","0900553470","2009-2013","All","Number","Per Capita Income",41176
"Norfolk","0900553470","2009-2013","All","Number","Margins of Error",6214
"Norfolk","0900553470","2009-2013","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2009-2013","Asian Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2009-2013","Asian Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2009-2013","Black or African American Alone","Number","Per Capita Income",57329
"Norfolk","0900553470","2009-2013","Black or African American Alone","Number","Margins of Error",3051
"Norfolk","0900553470","2009-2013","Hispanic or Latino","Number","Per Capita Income",52872
"Norfolk","0900553470","2009-2013","Hispanic or Latino","Number","Margins of Error",43093
"Norfolk","0900553470","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Norfolk","0900553470","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Norfolk","0900553470","2009-2013","Some Other Race Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2009-2013","Some Other Race Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2009-2013","Two or More Races","Number","Per Capita Income",3253
"Norfolk","0900553470","2009-2013","Two or More Races","Number","Margins of Error",3606
"Norfolk","0900553470","2009-2013","White Alone","Number","Per Capita Income",42270
"Norfolk","0900553470","2009-2013","White Alone","Number","Margins of Error",6730
"Norfolk","0900553470","2009-2013","White Alone Not Hispanic or Latino","Number","Per Capita Income",42461
"Norfolk","0900553470","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",6886
"Norfolk","0900553470","2010-2014","All","Number","Per Capita Income",43852
"Norfolk","0900553470","2010-2014","All","Number","Margins of Error",7186
"Norfolk","0900553470","2010-2014","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2010-2014","Asian Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2010-2014","Asian Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2010-2014","Black or African American Alone","Number","Per Capita Income",58546
"Norfolk","0900553470","2010-2014","Black or African American Alone","Number","Margins of Error",2769
"Norfolk","0900553470","2010-2014","Hispanic or Latino","Number","Per Capita Income",-9999
"Norfolk","0900553470","2010-2014","Hispanic or Latino","Number","Margins of Error",-9999
"Norfolk","0900553470","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Norfolk","0900553470","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Norfolk","0900553470","2010-2014","Some Other Race Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2010-2014","Some Other Race Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2010-2014","Two or More Races","Number","Per Capita Income",-9999
"Norfolk","0900553470","2010-2014","Two or More Races","Number","Margins of Error",-9999
"Norfolk","0900553470","2010-2014","White Alone","Number","Per Capita Income",45890
"Norfolk","0900553470","2010-2014","White Alone","Number","Margins of Error",7655
"Norfolk","0900553470","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",45991
"Norfolk","0900553470","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",7660
"Norfolk","0900553470","2011-2015","All","Number","Per Capita Income",45462
"Norfolk","0900553470","2011-2015","All","Number","Margins of Error",6950
"Norfolk","0900553470","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2011-2015","Asian Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2011-2015","Asian Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2011-2015","Black or African American Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2011-2015","Black or African American Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2011-2015","Hispanic or Latino","Number","Per Capita Income",14027
"Norfolk","0900553470","2011-2015","Hispanic or Latino","Number","Margins of Error",4931
"Norfolk","0900553470","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Norfolk","0900553470","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Norfolk","0900553470","2011-2015","Some Other Race Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2011-2015","Some Other Race Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2011-2015","Two or More Races","Number","Per Capita Income",-9999
"Norfolk","0900553470","2011-2015","Two or More Races","Number","Margins of Error",-9999
"Norfolk","0900553470","2011-2015","White Alone","Number","Per Capita Income",47678
"Norfolk","0900553470","2011-2015","White Alone","Number","Margins of Error",7487
"Norfolk","0900553470","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",48994
"Norfolk","0900553470","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",7519
"Norfolk","0900553470","2012-2016","All","Number","Per Capita Income",47128
"Norfolk","0900553470","2012-2016","All","Number","Margins of Error",5503
"Norfolk","0900553470","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2012-2016","Asian Alone","Number","Per Capita Income",52713
"Norfolk","0900553470","2012-2016","Asian Alone","Number","Margins of Error",22540
"Norfolk","0900553470","2012-2016","Black or African American Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2012-2016","Black or African American Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2012-2016","Hispanic or Latino","Number","Per Capita Income",14943
"Norfolk","0900553470","2012-2016","Hispanic or Latino","Number","Margins of Error",5708
"Norfolk","0900553470","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Norfolk","0900553470","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Norfolk","0900553470","2012-2016","Some Other Race Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2012-2016","Some Other Race Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2012-2016","Two or More Races","Number","Per Capita Income",-9999
"Norfolk","0900553470","2012-2016","Two or More Races","Number","Margins of Error",-9999
"Norfolk","0900553470","2012-2016","White Alone","Number","Per Capita Income",47201
"Norfolk","0900553470","2012-2016","White Alone","Number","Margins of Error",5599
"Norfolk","0900553470","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",48298
"Norfolk","0900553470","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",5748
"Norfolk","0900553470","2013-2017","All","Number","Per Capita Income",45582
"Norfolk","0900553470","2013-2017","All","Number","Margins of Error",6769
"Norfolk","0900553470","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2013-2017","Asian Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2013-2017","Asian Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2013-2017","Black or African American Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2013-2017","Black or African American Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2013-2017","Hispanic or Latino","Number","Per Capita Income",14398
"Norfolk","0900553470","2013-2017","Hispanic or Latino","Number","Margins of Error",4528
"Norfolk","0900553470","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Norfolk","0900553470","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Norfolk","0900553470","2013-2017","Some Other Race Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2013-2017","Some Other Race Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2013-2017","Two or More Races","Number","Per Capita Income",37400
"Norfolk","0900553470","2013-2017","Two or More Races","Number","Margins of Error",22744
"Norfolk","0900553470","2013-2017","White Alone","Number","Per Capita Income",45654
"Norfolk","0900553470","2013-2017","White Alone","Number","Margins of Error",6911
"Norfolk","0900553470","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",46822
"Norfolk","0900553470","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",7189
"Norfolk","0900553470","2014-2018","All","Number","Per Capita Income",48357
"Norfolk","0900553470","2014-2018","All","Number","Margins of Error",5118
"Norfolk","0900553470","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2014-2018","Asian Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2014-2018","Asian Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2014-2018","Black or African American Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2014-2018","Black or African American Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2014-2018","Hispanic or Latino","Number","Per Capita Income",15238
"Norfolk","0900553470","2014-2018","Hispanic or Latino","Number","Margins of Error",5442
"Norfolk","0900553470","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Norfolk","0900553470","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Norfolk","0900553470","2014-2018","Some Other Race Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2014-2018","Some Other Race Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2014-2018","Two or More Races","Number","Per Capita Income",14318
"Norfolk","0900553470","2014-2018","Two or More Races","Number","Margins of Error",20332
"Norfolk","0900553470","2014-2018","White Alone","Number","Per Capita Income",49563
"Norfolk","0900553470","2014-2018","White Alone","Number","Margins of Error",5482
"Norfolk","0900553470","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",50391
"Norfolk","0900553470","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",5625
"Norfolk","0900553470","2015-2019","All","Number","Per Capita Income",48553
"Norfolk","0900553470","2015-2019","All","Number","Margins of Error",5952
"Norfolk","0900553470","2015-2019","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2015-2019","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2015-2019","Asian Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2015-2019","Asian Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2015-2019","Black or African American Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2015-2019","Black or African American Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2015-2019","Hispanic or Latino","Number","Per Capita Income",30771
"Norfolk","0900553470","2015-2019","Hispanic or Latino","Number","Margins of Error",26170
"Norfolk","0900553470","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Norfolk","0900553470","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Norfolk","0900553470","2015-2019","Some Other Race Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2015-2019","Some Other Race Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2015-2019","Two or More Races","Number","Per Capita Income",16564
"Norfolk","0900553470","2015-2019","Two or More Races","Number","Margins of Error",25654
"Norfolk","0900553470","2015-2019","White Alone","Number","Per Capita Income",49946
"Norfolk","0900553470","2015-2019","White Alone","Number","Margins of Error",6277
"Norfolk","0900553470","2015-2019","White Alone Not Hispanic or Latino","Number","Per Capita Income",50475
"Norfolk","0900553470","2015-2019","White Alone Not Hispanic or Latino","Number","Margins of Error",6454
"Norfolk","0900553470","2016-2020","All","Number","Per Capita Income",44918
"Norfolk","0900553470","2016-2020","All","Number","Margins of Error",5695
"Norfolk","0900553470","2016-2020","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2016-2020","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2016-2020","Asian Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2016-2020","Asian Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2016-2020","Black or African American Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2016-2020","Black or African American Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2016-2020","Hispanic or Latino","Number","Per Capita Income",22929
"Norfolk","0900553470","2016-2020","Hispanic or Latino","Number","Margins of Error",32929
"Norfolk","0900553470","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Norfolk","0900553470","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Norfolk","0900553470","2016-2020","Some Other Race Alone","Number","Per Capita Income",-9999
"Norfolk","0900553470","2016-2020","Some Other Race Alone","Number","Margins of Error",-9999
"Norfolk","0900553470","2016-2020","Two or More Races","Number","Per Capita Income",17961
"Norfolk","0900553470","2016-2020","Two or More Races","Number","Margins of Error",21937
"Norfolk","0900553470","2016-2020","White Alone","Number","Per Capita Income",47319
"Norfolk","0900553470","2016-2020","White Alone","Number","Margins of Error",6298
"Norfolk","0900553470","2016-2020","White Alone Not Hispanic or Latino","Number","Per Capita Income",47049
"Norfolk","0900553470","2016-2020","White Alone Not Hispanic or Latino","Number","Margins of Error",6250
"North Branford","0900953890","2005-2009","All","Number","Per Capita Income",35494
"North Branford","0900953890","2005-2009","All","Number","Margins of Error",2074
"North Branford","0900953890","2005-2009","American Indian and Alaska Native Alone","Number","Per Capita Income",3088
"North Branford","0900953890","2005-2009","American Indian and Alaska Native Alone","Number","Margins of Error",2903
"North Branford","0900953890","2005-2009","Asian Alone","Number","Per Capita Income",56342
"North Branford","0900953890","2005-2009","Asian Alone","Number","Margins of Error",31655
"North Branford","0900953890","2005-2009","Black or African American Alone","Number","Per Capita Income",57324
"North Branford","0900953890","2005-2009","Black or African American Alone","Number","Margins of Error",13012
"North Branford","0900953890","2005-2009","Hispanic or Latino","Number","Per Capita Income",24258
"North Branford","0900953890","2005-2009","Hispanic or Latino","Number","Margins of Error",10669
"North Branford","0900953890","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2005-2009","Some Other Race Alone","Number","Per Capita Income",30185
"North Branford","0900953890","2005-2009","Some Other Race Alone","Number","Margins of Error",10080
"North Branford","0900953890","2005-2009","Two or More Races","Number","Per Capita Income",-9999
"North Branford","0900953890","2005-2009","Two or More Races","Number","Margins of Error",-9999
"North Branford","0900953890","2005-2009","White Alone","Number","Per Capita Income",35232
"North Branford","0900953890","2005-2009","White Alone","Number","Margins of Error",2026
"North Branford","0900953890","2005-2009","White Alone Not Hispanic or Latino","Number","Per Capita Income",35309
"North Branford","0900953890","2005-2009","White Alone Not Hispanic or Latino","Number","Margins of Error",2050
"North Branford","0900953890","2006-2010","All","Number","Per Capita Income",36297
"North Branford","0900953890","2006-2010","All","Number","Margins of Error",2089
"North Branford","0900953890","2006-2010","American Indian and Alaska Native Alone","Number","Per Capita Income",3228
"North Branford","0900953890","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",3031
"North Branford","0900953890","2006-2010","Asian Alone","Number","Per Capita Income",45755
"North Branford","0900953890","2006-2010","Asian Alone","Number","Margins of Error",24654
"North Branford","0900953890","2006-2010","Black or African American Alone","Number","Per Capita Income",59062
"North Branford","0900953890","2006-2010","Black or African American Alone","Number","Margins of Error",13678
"North Branford","0900953890","2006-2010","Hispanic or Latino","Number","Per Capita Income",25504
"North Branford","0900953890","2006-2010","Hispanic or Latino","Number","Margins of Error",11091
"North Branford","0900953890","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2006-2010","Some Other Race Alone","Number","Per Capita Income",31410
"North Branford","0900953890","2006-2010","Some Other Race Alone","Number","Margins of Error",10799
"North Branford","0900953890","2006-2010","Two or More Races","Number","Per Capita Income",2535
"North Branford","0900953890","2006-2010","Two or More Races","Number","Margins of Error",3766
"North Branford","0900953890","2006-2010","White Alone","Number","Per Capita Income",36303
"North Branford","0900953890","2006-2010","White Alone","Number","Margins of Error",2093
"North Branford","0900953890","2006-2010","White Alone Not Hispanic or Latino","Number","Per Capita Income",36335
"North Branford","0900953890","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",2099
"North Branford","0900953890","2007-2011","All","Number","Per Capita Income",39245
"North Branford","0900953890","2007-2011","All","Number","Margins of Error",3852
"North Branford","0900953890","2007-2011","American Indian and Alaska Native Alone","Number","Per Capita Income",3342
"North Branford","0900953890","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",3208
"North Branford","0900953890","2007-2011","Asian Alone","Number","Per Capita Income",49966
"North Branford","0900953890","2007-2011","Asian Alone","Number","Margins of Error",65883
"North Branford","0900953890","2007-2011","Black or African American Alone","Number","Per Capita Income",61511
"North Branford","0900953890","2007-2011","Black or African American Alone","Number","Margins of Error",14575
"North Branford","0900953890","2007-2011","Hispanic or Latino","Number","Per Capita Income",23352
"North Branford","0900953890","2007-2011","Hispanic or Latino","Number","Margins of Error",14049
"North Branford","0900953890","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2007-2011","Some Other Race Alone","Number","Per Capita Income",26716
"North Branford","0900953890","2007-2011","Some Other Race Alone","Number","Margins of Error",16720
"North Branford","0900953890","2007-2011","Two or More Races","Number","Per Capita Income",-9999
"North Branford","0900953890","2007-2011","Two or More Races","Number","Margins of Error",-9999
"North Branford","0900953890","2007-2011","White Alone","Number","Per Capita Income",39468
"North Branford","0900953890","2007-2011","White Alone","Number","Margins of Error",3935
"North Branford","0900953890","2007-2011","White Alone Not Hispanic or Latino","Number","Per Capita Income",39472
"North Branford","0900953890","2007-2011","White Alone Not Hispanic or Latino","Number","Margins of Error",3940
"North Branford","0900953890","2008-2012","All","Number","Per Capita Income",39264
"North Branford","0900953890","2008-2012","All","Number","Margins of Error",3502
"North Branford","0900953890","2008-2012","American Indian and Alaska Native Alone","Number","Per Capita Income",2892
"North Branford","0900953890","2008-2012","American Indian and Alaska Native Alone","Number","Margins of Error",2676
"North Branford","0900953890","2008-2012","Asian Alone","Number","Per Capita Income",54390
"North Branford","0900953890","2008-2012","Asian Alone","Number","Margins of Error",59648
"North Branford","0900953890","2008-2012","Black or African American Alone","Number","Per Capita Income",60157
"North Branford","0900953890","2008-2012","Black or African American Alone","Number","Margins of Error",14816
"North Branford","0900953890","2008-2012","Hispanic or Latino","Number","Per Capita Income",22436
"North Branford","0900953890","2008-2012","Hispanic or Latino","Number","Margins of Error",15311
"North Branford","0900953890","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2008-2012","Some Other Race Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2008-2012","Some Other Race Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2008-2012","Two or More Races","Number","Per Capita Income",-9999
"North Branford","0900953890","2008-2012","Two or More Races","Number","Margins of Error",-9999
"North Branford","0900953890","2008-2012","White Alone","Number","Per Capita Income",39488
"North Branford","0900953890","2008-2012","White Alone","Number","Margins of Error",3627
"North Branford","0900953890","2008-2012","White Alone Not Hispanic or Latino","Number","Per Capita Income",39500
"North Branford","0900953890","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",3642
"North Branford","0900953890","2009-2013","All","Number","Per Capita Income",38271
"North Branford","0900953890","2009-2013","All","Number","Margins of Error",3467
"North Branford","0900953890","2009-2013","American Indian and Alaska Native Alone","Number","Per Capita Income",1267
"North Branford","0900953890","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",618
"North Branford","0900953890","2009-2013","Asian Alone","Number","Per Capita Income",20850
"North Branford","0900953890","2009-2013","Asian Alone","Number","Margins of Error",16495
"North Branford","0900953890","2009-2013","Black or African American Alone","Number","Per Capita Income",48982
"North Branford","0900953890","2009-2013","Black or African American Alone","Number","Margins of Error",7322
"North Branford","0900953890","2009-2013","Hispanic or Latino","Number","Per Capita Income",21464
"North Branford","0900953890","2009-2013","Hispanic or Latino","Number","Margins of Error",16889
"North Branford","0900953890","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2009-2013","Some Other Race Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2009-2013","Some Other Race Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2009-2013","Two or More Races","Number","Per Capita Income",5125
"North Branford","0900953890","2009-2013","Two or More Races","Number","Margins of Error",3565
"North Branford","0900953890","2009-2013","White Alone","Number","Per Capita Income",38730
"North Branford","0900953890","2009-2013","White Alone","Number","Margins of Error",3528
"North Branford","0900953890","2009-2013","White Alone Not Hispanic or Latino","Number","Per Capita Income",39137
"North Branford","0900953890","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",3631
"North Branford","0900953890","2010-2014","All","Number","Per Capita Income",42058
"North Branford","0900953890","2010-2014","All","Number","Margins of Error",3733
"North Branford","0900953890","2010-2014","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2010-2014","Asian Alone","Number","Per Capita Income",73230
"North Branford","0900953890","2010-2014","Asian Alone","Number","Margins of Error",45290
"North Branford","0900953890","2010-2014","Black or African American Alone","Number","Per Capita Income",125421
"North Branford","0900953890","2010-2014","Black or African American Alone","Number","Margins of Error",91756
"North Branford","0900953890","2010-2014","Hispanic or Latino","Number","Per Capita Income",20335
"North Branford","0900953890","2010-2014","Hispanic or Latino","Number","Margins of Error",13147
"North Branford","0900953890","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2010-2014","Some Other Race Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2010-2014","Some Other Race Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2010-2014","Two or More Races","Number","Per Capita Income",4721
"North Branford","0900953890","2010-2014","Two or More Races","Number","Margins of Error",3433
"North Branford","0900953890","2010-2014","White Alone","Number","Per Capita Income",41080
"North Branford","0900953890","2010-2014","White Alone","Number","Margins of Error",3420
"North Branford","0900953890","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",41567
"North Branford","0900953890","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",3653
"North Branford","0900953890","2011-2015","All","Number","Per Capita Income",41661
"North Branford","0900953890","2011-2015","All","Number","Margins of Error",4308
"North Branford","0900953890","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2011-2015","Asian Alone","Number","Per Capita Income",89622
"North Branford","0900953890","2011-2015","Asian Alone","Number","Margins of Error",24633
"North Branford","0900953890","2011-2015","Black or African American Alone","Number","Per Capita Income",61381
"North Branford","0900953890","2011-2015","Black or African American Alone","Number","Margins of Error",65626
"North Branford","0900953890","2011-2015","Hispanic or Latino","Number","Per Capita Income",19333
"North Branford","0900953890","2011-2015","Hispanic or Latino","Number","Margins of Error",7747
"North Branford","0900953890","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2011-2015","Some Other Race Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2011-2015","Some Other Race Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2011-2015","Two or More Races","Number","Per Capita Income",3302
"North Branford","0900953890","2011-2015","Two or More Races","Number","Margins of Error",4043
"North Branford","0900953890","2011-2015","White Alone","Number","Per Capita Income",41100
"North Branford","0900953890","2011-2015","White Alone","Number","Margins of Error",4172
"North Branford","0900953890","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",41787
"North Branford","0900953890","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",4216
"North Branford","0900953890","2012-2016","All","Number","Per Capita Income",42804
"North Branford","0900953890","2012-2016","All","Number","Margins of Error",4822
"North Branford","0900953890","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2012-2016","Asian Alone","Number","Per Capita Income",67257
"North Branford","0900953890","2012-2016","Asian Alone","Number","Margins of Error",34273
"North Branford","0900953890","2012-2016","Black or African American Alone","Number","Per Capita Income",50634
"North Branford","0900953890","2012-2016","Black or African American Alone","Number","Margins of Error",49441
"North Branford","0900953890","2012-2016","Hispanic or Latino","Number","Per Capita Income",22836
"North Branford","0900953890","2012-2016","Hispanic or Latino","Number","Margins of Error",11009
"North Branford","0900953890","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2012-2016","Some Other Race Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2012-2016","Some Other Race Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2012-2016","Two or More Races","Number","Per Capita Income",17427
"North Branford","0900953890","2012-2016","Two or More Races","Number","Margins of Error",19831
"North Branford","0900953890","2012-2016","White Alone","Number","Per Capita Income",42551
"North Branford","0900953890","2012-2016","White Alone","Number","Margins of Error",5265
"North Branford","0900953890","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",43554
"North Branford","0900953890","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",5293
"North Branford","0900953890","2013-2017","All","Number","Per Capita Income",42794
"North Branford","0900953890","2013-2017","All","Number","Margins of Error",4404
"North Branford","0900953890","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2013-2017","Asian Alone","Number","Per Capita Income",56642
"North Branford","0900953890","2013-2017","Asian Alone","Number","Margins of Error",32870
